applicant_id,age,monthly_income,annual_income,employment_type,years_employed,existing_loans,credit_score,emi_to_income_ratio,geo_mismatch,video_stress_score,default_label
aff09a7a,42,24321,291858,self_employed,4,3,671,0.1329,0,0.1551,0
3d87caaa,49,39631,475581,business,7,2,853,0.5918,0,0.3162,1
31c3daab,34,46235,554826,salaried,6,1,635,0.1008,0,0.2488,0
414d292e,38,36534,438409,self_employed,0,2,699,0.4498,0,0.2277,0
8ec78877,32,22187,266248,salaried,0,0,568,0.2813,0,0.1585,0
7c489845,33,122565,1470781,self_employed,0,1,741,0.106,0,0.2088,0
b5680c43,36,27676,332112,self_employed,2,1,802,0.1655,0,0.4165,0
37e4600d,52,42951,515420,salaried,6,2,703,0.1162,0,0.4418,0
29086c05,44,26909,322910,salaried,1,3,584,0.564,0,0.1498,1
a318d03f,43,22929,275151,salaried,3,0,783,0.5825,0,0.3563,1
4b7e274c,30,35828,429942,salaried,2,2,599,0.4189,0,0.1198,0
ab757352,26,28683,344205,salaried,1,1,502,0.4065,0,0.2868,1
90162810,38,36532,438393,salaried,7,3,623,0.4327,0,0.1436,0
f6181e95,47,26054,312651,self_employed,4,0,669,0.4451,0,0.3304,0
fc56b210,52,37186,446243,salaried,13,1,720,0.5219,1,0.166,1
d56a86e1,21,24970,299649,self_employed,0,2,699,0.3385,0,0.6507,0
6fc862ca,59,56812,681755,student,13,0,685,0.4355,0,0.2057,0
70fa727c,39,40020,480251,self_employed,8,0,825,0.234,0,0.5299,0
4ab6c366,44,33079,396957,salaried,6,1,792,0.4566,0,0.1173,0
f106d768,21,34741,416897,salaried,0,0,488,0.4446,0,0.1166,1
56cbda02,32,29538,354467,salaried,1,2,585,0.1651,0,0.1243,0
0d348ab0,43,36931,443177,salaried,7,0,585,0.3879,0,0.3907,0
3979b6fe,23,68667,824010,salaried,0,0,711,0.4576,0,0.5468,0
8ff92021,21,27065,324791,salaried,0,0,579,0.5695,1,0.0623,1
fe61e483,38,37619,451438,salaried,6,1,719,0.3947,0,0.4603,0
ce734087,34,24777,297334,salaried,0,0,593,0.5804,0,0.3168,0
7da10c9a,49,11455,137468,salaried,6,2,556,0.4097,0,0.4825,0
2f879777,33,46115,553386,salaried,5,1,698,0.1176,0,0.059,0
59041043,34,56861,682340,salaried,2,1,703,0.3208,0,0.3705,0
c9d6f0eb,41,42579,510954,salaried,6,3,723,0.2088,0,0.2519,0
5543d8fc,45,100078,1200938,salaried,10,1,778,0.1458,0,0.5529,0
a8152d79,27,29768,357227,salaried,1,1,673,0.3944,0,0.2243,0
51890242,44,23391,280695,self_employed,3,0,721,0.3279,0,0.2266,0
0f32f226,29,59627,715531,salaried,0,1,568,0.3907,0,0.5831,0
74c3e842,35,61317,735806,salaried,0,1,620,0.2235,0,0.3068,0
69633e9c,41,57369,688435,salaried,6,1,674,0.3118,0,0.3923,0
dcc27713,43,21520,258244,self_employed,7,0,715,0.282,0,0.3816,0
5c17bd80,38,25555,306671,self_employed,3,2,656,0.2279,0,0.243,0
c8d0112a,24,16712,200551,student,1,1,790,0.5771,0,0.1699,1
e3eb866d,21,85047,1020567,salaried,0,1,712,0.5534,0,0.4558,1
0dd2e76e,33,23132,277593,self_employed,4,2,641,0.2551,0,0.3292,0
7acc467b,44,20336,244035,self_employed,4,2,686,0.5731,0,0.215,1
1f074ab9,39,33396,400755,salaried,1,3,786,0.2482,0,0.2078,0
cea04941,37,36897,442775,salaried,7,1,761,0.4911,0,0.2948,0
152910d3,34,47236,566832,self_employed,1,0,701,0.5946,0,0.5306,1
a233057f,38,33007,396087,salaried,1,0,774,0.1339,0,0.3111,0
b523265a,25,25780,309371,salaried,1,0,635,0.299,0,0.122,0
4e02a7a7,42,29290,351486,student,3,1,605,0.2908,0,0.3155,0
c678f9c0,43,26675,320109,self_employed,5,0,654,0.2269,0,0.8443,0
103a1cfb,31,65526,786322,salaried,4,3,630,0.542,1,0.1451,1
adb28d1e,39,34900,418806,self_employed,8,0,675,0.5672,0,0.1491,1
def9d1ff,21,46572,558865,business,0,0,673,0.385,0,0.5451,0
2a9df0b1,36,31854,382254,salaried,0,1,732,0.2933,0,0.1051,0
eed00293,33,15383,184597,business,1,0,679,0.5613,0,0.6342,1
86973806,47,73309,879711,self_employed,9,0,705,0.4285,1,0.2554,0
8e1dc265,33,45447,545367,salaried,4,1,746,0.4058,0,0.5367,0
c0c0f912,43,41673,500084,salaried,5,2,812,0.3969,0,0.3834,0
1e161af9,31,13479,161754,self_employed,2,2,554,0.1408,0,0.2862,1
aefaca43,21,32876,394516,business,0,1,682,0.1466,1,0.4072,0
e79569f9,32,70065,840789,salaried,3,2,900,0.2845,1,0.221,0
9ad04d6b,36,62702,752424,salaried,6,1,649,0.3377,0,0.3938,0
921bb803,36,31734,380813,salaried,1,2,721,0.4677,0,0.3026,0
32ec46d5,36,60585,727029,business,2,1,777,0.5848,0,0.4276,1
4ff89d1c,29,70948,851382,self_employed,0,1,736,0.4804,0,0.4432,0
23c499be,31,32648,391786,business,0,0,633,0.535,0,0.2447,1
9b70219a,23,63336,760034,self_employed,0,0,692,0.569,0,0.035,1
6733b7e3,21,62068,744827,student,0,1,659,0.4157,0,0.2983,0
89661cfd,33,51050,612611,student,2,0,763,0.277,0,0.2,0
cb97dbd1,27,53325,639905,self_employed,1,0,798,0.3692,0,0.4234,0
210c1fee,45,23627,283529,salaried,5,1,688,0.1277,0,0.1698,0
c3cba7bc,21,49826,597921,salaried,0,2,788,0.3148,0,0.0215,1
f905d3dc,37,33077,396927,salaried,6,3,622,0.5944,0,0.4622,1
5903b2e6,56,23300,279603,self_employed,5,3,625,0.3885,0,0.4106,0
343a538e,33,69382,832592,self_employed,4,1,527,0.4793,0,0.164,1
feb9ea4f,34,33192,398308,salaried,2,1,778,0.1105,0,0.7465,0
9aab1481,39,38895,466740,salaried,3,1,618,0.4904,0,0.2986,0
631b1a98,40,37291,447496,salaried,3,1,716,0.2265,0,0.4599,0
9dec746c,30,17372,208472,salaried,1,1,659,0.2316,0,0.2515,0
f30ad6bc,24,30639,367679,student,1,1,799,0.4421,0,0.2099,0
97ea98b3,41,49574,594897,salaried,3,0,782,0.4948,0,0.2938,0
d838a161,21,35227,422726,salaried,0,2,721,0.1,0,0.3789,0
20d7689d,43,29860,358322,salaried,5,1,649,0.1499,0,0.2947,0
c5698c11,31,40667,488010,self_employed,4,0,581,0.4933,0,0.2418,0
4d5a10f0,35,56751,681020,salaried,0,0,633,0.5931,1,0.3232,1
8eec8bce,29,16774,201299,salaried,3,3,682,0.4558,0,0.0724,0
d2d4af2a,49,33389,400677,business,8,3,651,0.59,0,0.1548,1
3aa790ac,37,35304,423657,self_employed,1,0,657,0.5038,0,0.3436,1
4ec5eb63,31,77602,931225,salaried,4,0,821,0.5976,1,0.2041,1
d0655015,31,60234,722808,business,1,2,590,0.3223,0,0.2394,0
3f275d29,33,18804,225657,self_employed,2,5,611,0.2094,0,0.2401,0
de4bde1d,58,63960,767526,salaried,3,2,601,0.345,0,0.435,0
25cf2dad,21,32704,392451,salaried,0,0,716,0.3406,0,0.3774,0
e177184a,45,16964,203568,self_employed,10,1,676,0.3628,0,0.2931,0
c7781540,40,19122,229474,salaried,2,1,764,0.2245,0,0.3582,0
08db331b,50,64697,776375,business,10,0,641,0.418,0,0.3239,0
6b5e5fad,41,42943,515325,business,6,4,640,0.1639,0,0.3679,0
37a1cced,35,22487,269855,self_employed,0,2,612,0.239,0,0.233,0
52665e9e,45,71355,856265,self_employed,1,3,688,0.3388,0,0.1772,0
fec13c05,37,48172,578064,student,3,0,785,0.3244,1,0.5054,0
68669698,42,31190,374289,self_employed,5,3,406,0.3837,0,0.3064,1
ee69d562,49,40040,480488,student,11,0,542,0.1838,0,0.6661,1
7395a5d0,35,23588,283056,business,2,1,742,0.4276,0,0.0799,0
019178d5,30,86052,1032624,salaried,1,0,570,0.4655,0,0.1753,0
86687641,28,20522,246272,salaried,0,0,681,0.4349,0,0.6096,0
0ff59710,39,19601,235212,salaried,5,2,743,0.3837,1,0.1505,0
e8b2b0ff,26,38204,458454,self_employed,1,0,755,0.266,0,0.1407,0
250cb4f7,31,127957,1535493,salaried,4,1,598,0.4298,0,0.1143,0
8fcaed62,25,18592,223109,salaried,0,2,636,0.1143,1,0.2223,0
826d76cf,40,50512,606147,salaried,1,2,818,0.5468,0,0.2574,1
e6e02709,27,36116,433399,salaried,1,1,736,0.1729,0,0.1955,0
c76a35a5,22,41891,502702,self_employed,0,2,593,0.2691,0,0.4278,0
0598f421,23,58514,702174,salaried,0,1,900,0.2896,0,0.0144,0
04989bed,29,25710,308527,business,3,4,769,0.5085,0,0.2476,1
9b5e0320,30,31168,374018,salaried,3,2,627,0.49,0,0.1354,0
fc8f1547,37,25665,307984,self_employed,2,1,865,0.3145,0,0.3547,0
06105cd7,33,65765,789187,self_employed,1,2,621,0.5864,0,0.2872,1
b79ddecc,38,62044,744539,business,6,1,757,0.2179,0,0.281,0
bd088f92,39,21105,253262,salaried,2,0,781,0.5107,0,0.1064,1
bb10727d,42,41544,498539,salaried,8,1,766,0.2063,0,0.1906,0
cc8c259e,21,56107,673292,salaried,0,2,571,0.5542,0,0.0847,1
507bf14c,23,17111,205336,salaried,0,1,601,0.4401,0,0.3468,0
ada54d4f,40,65366,784402,salaried,2,1,755,0.3342,0,0.2183,0
9052e840,37,33988,407867,salaried,2,2,564,0.4638,0,0.1898,0
c7232870,44,28539,342474,salaried,0,3,624,0.5489,0,0.2603,1
f1aa56d0,21,65620,787445,salaried,0,2,734,0.2317,0,0.372,0
6acdbbfd,30,58219,698632,self_employed,2,1,683,0.5645,0,0.4586,1
731cd0a0,32,18905,226867,self_employed,4,1,573,0.1581,0,0.1451,0
17c2dc31,36,48415,580983,salaried,7,1,633,0.3985,0,0.7099,0
2684cbe1,35,47544,570535,salaried,1,0,666,0.495,0,0.1472,0
ac0b4e28,39,13120,157442,salaried,6,0,797,0.2104,0,0.3342,0
df5a6b7a,33,45054,540656,self_employed,3,2,900,0.1714,0,0.45,0
3e942b43,48,29075,348901,salaried,7,0,517,0.1973,0,0.1767,1
6dd7e428,51,58171,698052,salaried,13,1,709,0.4989,0,0.16,0
57e260f5,23,23818,285822,self_employed,0,2,832,0.5006,0,0.4532,1
6d6b3e30,35,36985,443831,salaried,0,2,581,0.2913,0,0.3865,0
150aab46,42,27506,330081,business,0,2,683,0.2221,0,0.3438,0
3dc52d5c,40,26292,315509,self_employed,6,1,623,0.5575,0,0.3111,1
236121b3,30,13075,156904,salaried,1,2,719,0.5563,0,0.4671,1
5a501e8d,37,56532,678393,self_employed,4,1,611,0.4247,0,0.1977,1
a3a3d1bb,21,59005,708071,salaried,0,1,529,0.5642,0,0.3228,1
a47457cb,34,36153,433843,salaried,3,2,770,0.3759,0,0.3688,0
cc39971e,21,41352,496228,salaried,0,1,769,0.2392,0,0.3581,0
52c3ed20,40,25158,301903,self_employed,2,0,730,0.5211,0,0.3656,1
6e2ef0a3,23,56772,681264,business,0,3,769,0.5317,1,0.1752,1
00cf7198,36,39106,469274,self_employed,3,1,721,0.158,0,0.4443,0
fc66564a,38,35996,431953,salaried,5,3,624,0.1034,0,0.0475,0
fac2d0f2,35,67860,814326,salaried,1,1,647,0.1468,0,0.3385,0
4795ae3b,28,19488,233864,salaried,2,0,573,0.4039,0,0.6459,0
65ba8f6a,32,14606,175277,self_employed,3,2,626,0.4967,1,0.4023,0
6910c761,46,42753,513045,business,10,2,638,0.5902,0,0.0222,1
9635c211,30,31861,382343,business,0,0,589,0.3999,0,0.3098,0
aa807496,35,21000,252004,business,5,1,555,0.3485,0,0.158,0
5aa7029a,29,37817,453804,business,2,2,715,0.348,0,0.2233,0
54bd1482,45,41217,494607,self_employed,2,0,768,0.5195,0,0.5466,1
5ebc18ab,35,51987,623854,salaried,6,2,596,0.1258,0,0.258,0
caa29233,27,21306,255679,salaried,0,1,747,0.3414,0,0.0862,0
29e8908c,35,29113,349358,self_employed,6,3,643,0.1096,0,0.4831,0
28ae78c0,32,40043,480516,salaried,2,1,827,0.2765,0,0.1791,0
8ff965f4,48,57636,691640,self_employed,12,1,702,0.3457,0,0.1414,0
407f5bc1,34,52710,632527,self_employed,2,3,742,0.4343,1,0.3162,0
e732cf41,21,28037,336452,salaried,0,0,615,0.3544,0,0.0951,0
4bc3f293,39,44211,530542,self_employed,6,1,715,0.2116,0,0.2591,0
68132120,52,27690,332282,salaried,11,1,771,0.49,0,0.0827,0
a178fb9a,46,29068,348817,salaried,0,4,661,0.374,0,0.1281,0
64bef5a5,23,30419,365030,salaried,0,2,702,0.5052,0,0.5572,1
b8e1d187,32,26211,314540,student,1,3,620,0.1513,0,0.1056,0
7e816180,34,48717,584613,business,2,1,590,0.4395,0,0.3835,0
1b75e5e9,34,53208,638507,business,3,1,737,0.1382,0,0.3996,0
21eece47,38,29229,350758,business,4,2,770,0.4645,0,0.1456,0
a7613bc5,31,37847,454171,salaried,3,0,728,0.285,0,0.3618,0
ccd461a5,25,29438,353266,salaried,0,2,730,0.5147,0,0.4114,1
2361dc24,44,22955,275468,business,1,2,900,0.3399,0,0.4333,0
89fec955,23,21424,257096,salaried,0,1,586,0.2319,0,0.2726,0
4ba2c6d2,26,76867,922410,salaried,1,0,686,0.4974,0,0.3832,0
bb113a12,23,25042,300514,salaried,0,1,528,0.2792,0,0.1523,1
ad5d6408,41,46579,558952,salaried,4,0,507,0.4826,0,0.4766,1
e00a638a,36,41717,500607,salaried,3,1,786,0.3236,0,0.3401,0
5cebc6b6,43,20477,245726,salaried,3,0,648,0.315,1,0.3776,0
c61f3386,27,42358,508297,self_employed,0,2,726,0.1581,0,0.0479,0
e80f6823,22,39972,479672,salaried,0,1,524,0.4523,0,0.3162,1
b33d22df,30,34622,415470,business,0,0,829,0.4078,0,0.0327,0
4f2f0ad2,33,28766,345201,salaried,0,1,651,0.2744,0,0.0298,0
fea97308,37,34957,419490,business,4,0,647,0.2621,0,0.3872,0
94acea8b,21,43299,519599,self_employed,0,1,734,0.3502,0,0.1947,0
ee923d2b,39,23756,285072,salaried,0,1,627,0.5408,0,0.2999,1
01b260fc,26,66823,801883,business,2,0,676,0.2127,0,0.5289,0
213e33f5,28,47682,572190,business,0,0,599,0.1032,0,0.324,0
9f60d2e7,46,11856,142280,salaried,1,1,737,0.4473,0,0.3189,0
7f19ee25,21,31641,379701,salaried,0,2,722,0.1174,1,0.1344,0
fc7b4cfd,38,91255,1095070,salaried,2,1,792,0.1908,0,0.3707,0
38dd1330,38,41109,493309,salaried,1,2,739,0.5966,0,0.1239,1
905f9a72,26,25258,303101,self_employed,1,1,680,0.1853,0,0.3563,0
3a554956,30,46674,560092,self_employed,0,1,699,0.4667,0,0.1752,0
571328d2,47,13493,161917,salaried,3,0,808,0.4923,0,0.2398,0
a69f227d,54,39501,474021,business,5,5,798,0.2404,0,0.6277,0
c86c450f,45,27929,335156,salaried,10,0,593,0.388,0,0.1314,0
aca6760e,53,35681,428183,salaried,9,1,596,0.1209,0,0.1966,0
97101067,28,19235,230831,self_employed,3,2,805,0.1545,0,0.2402,0
e884a17b,21,28837,346044,salaried,0,4,619,0.1193,0,0.1669,0
594eea86,34,10806,129680,business,1,0,748,0.1236,0,0.18,0
fc5424cb,43,26493,317916,salaried,6,1,768,0.1889,0,0.2318,0
b0dad565,21,36961,443533,self_employed,0,2,655,0.3787,0,0.2395,0
0dccdc2c,25,57774,693296,salaried,1,0,705,0.298,0,0.1515,0
fe9fe82f,26,106091,1273096,student,1,1,623,0.3017,0,0.0268,0
84b8c5dc,38,24210,290529,salaried,1,0,500,0.1383,0,0.4514,1
aba4962a,37,43944,527331,salaried,7,1,716,0.5135,0,0.3733,0
804bf3af,27,30089,361072,salaried,1,0,704,0.1989,0,0.2022,0
6aad5987,36,30591,367099,salaried,3,2,752,0.1036,0,0.2613,0
8f571040,23,36427,437134,business,0,0,773,0.3148,0,0.5851,0
26a95550,30,32588,391060,salaried,0,1,729,0.1082,0,0.1524,0
d38786f5,22,81097,973166,salaried,0,0,634,0.3931,0,0.4153,0
8ab9539a,33,30602,367228,business,2,0,695,0.2333,0,0.3554,0
5ba610c2,26,20920,251044,salaried,0,0,716,0.1615,0,0.2361,0
532ef7cd,41,38013,456163,business,7,1,663,0.4661,0,0.2804,0
ef79f6e5,34,21585,259030,student,1,2,644,0.4544,0,0.1965,0
f90fa58b,32,29646,355763,salaried,1,1,694,0.1326,0,0.3642,0
31c95b86,52,56387,676654,salaried,11,1,702,0.4709,0,0.3193,0
03c42211,38,31301,375617,self_employed,1,0,724,0.302,0,0.3102,0
a85af533,31,44235,530829,self_employed,1,0,697,0.2322,1,0.4127,0
cb6a04e2,29,31852,382225,salaried,0,1,712,0.5051,0,0.2186,1
50dd8eed,23,39362,472347,business,0,2,651,0.5499,0,0.4347,1
3bf877f0,34,25584,307012,salaried,4,3,746,0.3224,0,0.2081,0
bcd6f2b1,38,50423,605086,salaried,7,3,645,0.4017,1,0.4843,0
c07cc51d,21,19342,232115,self_employed,0,1,673,0.1244,0,0.2856,0
5876ba45,21,24410,292924,salaried,0,4,733,0.1583,0,0.2568,0
f138db69,29,36305,435665,salaried,0,1,870,0.579,0,0.4322,1
7ed2aaef,24,50726,608713,salaried,0,1,689,0.2303,0,0.2347,0
936fe1f6,35,38494,461938,self_employed,0,2,700,0.1824,0,0.0901,0
fd5f0eaa,36,44078,528945,self_employed,6,2,710,0.5345,0,0.2954,1
7c02405b,33,20228,242737,self_employed,2,0,626,0.3644,0,0.1992,0
39fc3e25,40,30357,364293,salaried,6,2,808,0.2278,0,0.4787,0
f5ccfc52,29,38966,467601,self_employed,0,2,732,0.2775,0,0.3443,0
8adad285,34,35891,430698,self_employed,0,1,687,0.1881,0,0.0767,0
a59c15aa,24,21513,258159,salaried,1,1,626,0.2942,0,0.2877,0
e2d9653a,37,23949,287392,self_employed,0,1,678,0.3208,0,0.449,0
63a845fc,35,32989,395870,salaried,3,1,623,0.4363,0,0.1944,0
de819ea9,23,48975,587704,self_employed,1,2,597,0.1358,0,0.314,0
3915f9a9,33,90056,1080680,self_employed,3,1,715,0.5317,0,0.3251,1
1adc5c07,34,21427,257128,business,1,0,601,0.2527,0,0.4212,0
9a397e47,37,35803,429642,salaried,6,1,682,0.3167,0,0.1269,1
7e828edb,38,22123,265481,salaried,3,2,627,0.1963,0,0.2915,0
1a31d805,27,34621,415456,salaried,1,0,721,0.5289,0,0.2843,1
7fe312dd,42,29430,353167,salaried,1,0,684,0.4288,0,0.1344,0
8515c274,40,42059,504714,self_employed,7,1,695,0.534,0,0.4918,1
c8e231e3,27,14306,171683,salaried,2,0,584,0.439,0,0.2814,0
5a22b1c9,23,30138,361658,business,0,1,772,0.2828,0,0.4343,0
53d96825,28,36751,441022,salaried,2,0,672,0.3271,0,0.5082,0
ad12b3c9,21,38377,460530,salaried,0,4,607,0.4965,0,0.4183,0
4f656aec,37,40570,486840,self_employed,5,2,678,0.5728,0,0.4562,1
bd2007a7,46,37582,450992,business,6,1,685,0.3728,0,0.2885,0
1f7bf36f,49,61620,739440,salaried,10,2,791,0.552,0,0.3177,1
e5290912,24,63675,764105,student,0,0,613,0.5981,0,0.052,1
c39db9d3,42,31856,382275,self_employed,0,0,740,0.2834,0,0.1173,0
7e254318,35,27691,332293,salaried,5,0,732,0.3448,0,0.4543,0
5d22c21c,21,38307,459694,salaried,0,0,828,0.3797,0,0.0305,0
f4364b9f,31,50340,604090,salaried,1,1,551,0.5729,0,0.1649,1
0b39060b,30,35659,427910,salaried,3,1,707,0.519,1,0.2058,1
ab246b5b,47,21443,257327,salaried,10,1,702,0.4598,0,0.4809,0
a44e15e3,26,53895,646740,salaried,1,2,662,0.5039,0,0.2125,1
d9747fde,40,41808,501706,salaried,5,1,657,0.2217,0,0.408,0
ec6e6b0a,33,77231,926775,salaried,0,1,757,0.5336,0,0.3723,1
57519596,21,25000,300003,self_employed,0,1,658,0.4599,0,0.1163,0
51e4f28c,29,38951,467417,salaried,2,2,640,0.3443,0,0.1832,0
4de62117,50,42524,510296,salaried,3,1,771,0.2268,1,0.2389,0
f5a3446a,33,31649,379796,self_employed,3,1,606,0.4709,1,0.0556,0
3b6f2a1f,44,22849,274197,student,4,0,478,0.2739,0,0.155,1
1d967267,43,39722,476665,self_employed,9,1,773,0.555,0,0.4467,1
5b4c9ad9,30,28846,346159,salaried,0,0,510,0.3904,1,0.4404,1
b3dc8ebd,22,35440,425281,salaried,0,3,685,0.2932,0,0.7142,0
5716ab6a,23,35658,427896,salaried,1,0,697,0.3551,0,0.2306,0
8ae44461,49,21745,260948,salaried,1,0,854,0.1073,0,0.4359,0
67c38aec,36,28788,345457,self_employed,3,2,728,0.5893,0,0.3096,1
dc4c1c9d,21,29115,349385,salaried,0,1,732,0.2118,0,0.3036,0
d9215838,43,36073,432878,salaried,7,3,646,0.2101,0,0.2228,0
34d47ca7,21,43340,520086,self_employed,0,2,568,0.5607,0,0.3398,1
ea9c1975,26,40444,485337,salaried,1,2,649,0.1787,0,0.3033,0
58babc4b,35,51803,621637,self_employed,0,4,508,0.3998,1,0.3455,1
4bc1c185,60,37554,450659,salaried,1,0,584,0.1945,0,0.2194,0
afbaaa4e,43,85991,1031894,salaried,4,0,849,0.2975,0,0.0693,0
3f42e55f,30,41720,500647,salaried,1,0,768,0.4403,0,0.421,0
5f1bb377,35,19207,230490,salaried,6,1,688,0.4602,0,0.2366,0
808a77fe,44,29396,352761,self_employed,9,1,600,0.3308,0,0.4194,0
92521c16,49,147316,1767802,business,3,3,651,0.301,0,0.154,0
b7a25ac4,32,19150,229800,student,0,3,768,0.4769,0,0.1658,0
294089f4,32,43405,520862,salaried,1,0,635,0.1403,0,0.2432,0
fdfdde5e,26,96742,1160905,salaried,1,1,637,0.1639,0,0.1158,0
7f1d8890,41,20160,241930,self_employed,6,2,689,0.5543,0,0.2611,1
940af257,45,71524,858291,self_employed,1,1,727,0.4139,0,0.2673,0
3976a4c4,21,71472,857673,salaried,0,3,554,0.1323,0,0.2326,0
4d6c963e,31,31073,372881,salaried,3,2,553,0.4555,0,0.4662,0
e4a44f3d,22,15112,181353,self_employed,0,1,497,0.5659,0,0.2758,1
26bc24ad,36,46443,557319,salaried,0,1,681,0.5511,0,0.2254,1
415db69a,22,33943,407324,salaried,0,2,572,0.3386,0,0.4514,0
90b258c7,21,32483,389804,business,0,0,678,0.1015,0,0.2198,0
5d4c6511,46,47801,573616,salaried,0,2,738,0.3406,0,0.3145,0
b899c502,33,35536,426442,salaried,4,3,618,0.5173,0,0.4496,1
a76b9cfb,34,17320,207849,salaried,2,0,498,0.1173,0,0.2268,1
882a634e,39,33556,402678,self_employed,6,2,660,0.523,1,0.2056,1
30354694,44,41619,499431,self_employed,9,2,613,0.1759,0,0.3992,0
7ea21051,30,44132,529593,salaried,1,1,748,0.2301,0,0.3187,0
c5277b97,31,62820,753847,salaried,0,1,678,0.5182,0,0.1242,1
787f9fd6,31,14758,177104,salaried,3,0,590,0.4911,0,0.4813,0
39321a9f,45,55668,668021,salaried,6,2,790,0.5887,0,0.123,1
e224ddc2,34,29745,356940,salaried,5,3,602,0.3296,0,0.4309,0
0ef298b6,32,38420,461047,self_employed,0,0,579,0.4505,0,0.0973,0
7794420f,38,52217,626604,business,4,2,693,0.336,0,0.171,0
dd57810f,53,25092,301109,business,9,4,782,0.1985,0,0.1688,0
d9a57145,35,29714,356576,salaried,4,0,600,0.1371,0,0.1719,0
d0a33ede,32,45509,546115,salaried,0,0,729,0.566,0,0.2976,1
e5a04e02,54,27053,324638,salaried,14,5,734,0.4533,0,0.1188,0
765a3883,48,40980,491760,salaried,10,0,675,0.1175,0,0.2929,0
cfcdaea1,46,21743,260926,salaried,6,0,696,0.1482,0,0.0798,0
a68fafff,29,60857,730292,salaried,3,0,678,0.2029,0,0.3077,0
60d215fd,29,49528,594343,salaried,1,3,745,0.4924,0,0.5819,0
34105c06,21,25016,300192,salaried,0,0,628,0.3079,0,0.1999,0
ddf638b8,44,57633,691598,self_employed,6,1,752,0.1822,1,0.5313,0
6bd8745e,35,42649,511793,salaried,0,4,735,0.3885,0,0.2556,0
b52b76d7,21,22957,275495,business,0,1,900,0.1983,1,0.3929,0
7ccfdbf8,47,48026,576318,business,8,1,809,0.1874,0,0.0581,0
8c45a128,31,48592,583112,salaried,4,1,689,0.3766,0,0.3337,0
8bfdc53b,32,17275,207301,self_employed,0,0,606,0.3063,0,0.0996,0
1db6c7c1,21,11804,141659,salaried,0,0,724,0.2012,0,0.2694,0
b07be3fb,39,29366,352403,self_employed,3,0,727,0.3203,0,0.4204,0
d27fa6cd,40,25275,303304,salaried,0,1,626,0.1833,0,0.4801,0
dd079b41,34,46879,562551,salaried,3,4,636,0.3714,0,0.1484,0
d7daf8cb,30,26098,313180,business,0,1,630,0.56,0,0.423,1
e6b1a00e,61,26860,322323,self_employed,12,4,830,0.1257,0,0.3479,0
e2cd27aa,22,79638,955664,salaried,0,0,788,0.5456,0,0.2677,1
efbbd88b,27,62101,745216,salaried,1,2,638,0.1931,0,0.1033,0
376c28ac,42,17755,213069,student,7,1,709,0.3937,0,0.4788,1
f45f4264,24,64738,776860,salaried,0,1,602,0.1023,0,0.288,0
1904b4f7,24,71442,857314,salaried,1,1,659,0.5151,0,0.4828,1
4285f71f,46,33150,397800,salaried,10,1,621,0.2011,0,0.3608,0
d447f6ea,41,29608,355302,salaried,1,1,609,0.1522,0,0.1316,0
04e63e0a,39,15083,181006,self_employed,6,1,693,0.1655,0,0.339,0
b4982f20,36,19295,231546,salaried,4,1,644,0.2459,0,0.2471,0
e8a40fca,28,33608,403301,self_employed,2,2,647,0.37,0,0.3679,0
a4d06df6,32,28585,343030,business,0,0,717,0.5804,0,0.156,1
b18dabdc,34,30279,363348,salaried,2,2,637,0.5305,0,0.4481,1
3034abfc,43,41507,498090,self_employed,9,4,801,0.4734,0,0.4655,0
4c13d842,39,78581,942980,salaried,1,0,675,0.2186,0,0.3118,0
4827af51,25,27103,325238,business,0,3,529,0.1911,0,0.8148,1
1a14242c,42,27124,325495,salaried,9,1,469,0.1181,0,0.1415,1
2cb46671,21,33284,399417,salaried,0,0,855,0.2297,0,0.5088,0
1aa2b408,31,31417,377011,business,1,0,634,0.2664,0,0.1024,0
ebfa7a6b,23,75774,909289,salaried,1,1,631,0.5679,0,0.1131,1
632ea08d,26,32356,388276,self_employed,0,1,819,0.4352,0,0.4271,0
34ae0781,54,53245,638940,self_employed,5,1,757,0.4921,0,0.6292,0
cb3b3aeb,21,113297,1359567,self_employed,0,1,588,0.3904,0,0.2807,0
35d50937,26,77242,926914,salaried,0,0,785,0.5402,0,0.3862,1
d1a38954,40,32574,390890,salaried,6,1,707,0.3298,0,0.1045,0
ab356c96,30,28653,343846,business,1,0,731,0.3464,0,0.3739,0
ddf8bb90,36,22989,275869,salaried,6,1,708,0.3469,0,0.8347,0
32c6bb24,49,37045,444550,salaried,2,1,592,0.3738,0,0.19,0
f0a7dfac,41,17383,208603,salaried,3,1,760,0.1467,0,0.0716,0
3bd2ecdf,30,96847,1162164,salaried,3,2,665,0.4032,0,0.0656,0
1c802c59,33,27658,331903,salaried,3,1,749,0.1598,0,0.2289,0
85802f46,40,35979,431754,salaried,6,2,766,0.1971,0,0.6274,0
611050e8,41,39968,479621,business,2,2,878,0.3645,0,0.4161,0
2c432e8d,35,20614,247376,salaried,3,1,648,0.3382,0,0.1388,0
14489210,38,55491,665903,business,6,4,621,0.2218,0,0.1011,0
8888557e,38,43773,525277,self_employed,6,2,706,0.4595,0,0.2484,1
895dc536,34,31279,375358,salaried,2,1,716,0.3922,0,0.5421,0
e986f905,28,41995,503948,salaried,0,0,601,0.1572,0,0.3182,0
