credit_score,monthly_income,employment_type,loan_purpose,approved_amount,interest_rate,tenure_months,emi,income_multiplier
589,58462,self_employed,business,99000,15.33,36,3461.32,2
700,18350,self_employed,vehicle,78000,12.0,24,3671.27,5
623,69958,business,home,315000,14.31,12,28312.16,5
577,23820,salaried,medical,48000,15.69,12,4315.53,2
759,21388,salaried,home,171000,10.23,36,5539.71,8
707,24523,salaried,medical,123000,11.79,36,4060.3,5
665,31208,business,business,140000,13.05,36,4735.34,5
839,93560,salaried,vehicle,748000,9.5,48,18804.27,8
792,23166,salaried,business,185000,9.5,36,5936.73,8
889,43247,salaried,vehicle,346000,9.5,60,7266.25,8
701,67694,salaried,personal,338000,11.97,60,7523.98,5
628,37134,business,personal,167000,14.16,24,8035.93,5
594,36643,salaried,medical,73000,15.18,24,3559.75,2
897,47008,salaried,personal,376000,9.5,24,17266.87,8
750,62057,salaried,personal,310000,10.5,60,6669.31,5
677,39178,self_employed,medical,167000,12.69,60,3762.24,5
625,33405,salaried,home,167000,14.25,48,4585.26,5
738,33804,self_employed,medical,144000,10.86,48,3703.48,5
713,38376,salaried,home,192000,11.61,60,4230.61,5
642,53442,salaried,home,267000,13.74,12,23959.54,5
707,81932,salaried,education,410000,11.79,60,9069.34,5
718,58282,salaried,business,291000,11.46,48,7596.94,5
763,64561,business,education,465000,10.11,60,9901.79,8
619,25682,salaried,personal,128000,14.43,60,3016.7,5
743,23266,salaried,business,116000,10.71,36,3792.65,5
610,16813,salaried,medical,84000,14.7,24,4064.25,5
759,33426,salaried,home,267000,10.23,24,12367.95,8
767,37324,salaried,home,299000,9.99,36,9633.51,8
775,35735,salaried,business,286000,9.75,48,7216.38,8
782,51425,business,business,370000,9.54,48,9309.26,8
610,51086,salaried,medical,255000,14.7,36,8817.22,5
748,53194,salaried,medical,266000,10.56,60,5724.73,5
532,25848,salaried,personal,52000,17.04,12,4715.92,2
572,40514,salaried,personal,81000,15.84,12,7345.76,2
688,39848,salaried,business,199000,12.36,12,17736.14,5
717,29164,business,vehicle,131000,11.49,48,3423.32,5
653,41229,business,medical,186000,13.41,12,16606.92,5
629,34823,student,education,87000,14.13,36,2980.97,5
542,35069,self_employed,medical,60000,16.74,60,1473.35,2
543,19201,salaried,vehicle,38000,16.71,36,1363.64,2
719,37216,salaried,education,186000,11.43,24,8710.1,5
708,23792,self_employed,education,101000,11.76,12,8973.04,5
779,28349,self_employed,education,193000,9.63,60,4060.9,8
641,26939,self_employed,business,114000,13.77,24,5484.79,5
747,29113,business,personal,131000,10.59,36,4263.73,5
710,29221,self_employed,medical,124000,11.7,60,2743.77,5
478,24878,business,home,45000,18.66,60,1153.27,2
739,22691,salaried,home,113000,10.83,60,2457.22,5
683,21230,salaried,vehicle,106000,12.51,12,9456.86,5
794,28941,salaried,education,232000,9.5,12,20301.88,8
620,30043,salaried,business,150000,14.4,12,13515.73,5
654,26368,business,home,119000,13.38,60,2722.94,5
600,12752,self_employed,home,22000,15.0,12,1956.76,2
861,22866,salaried,education,183000,9.5,24,8399.12,8
705,24128,salaried,medical,121000,11.85,36,3998.41,5
607,26088,salaried,personal,130000,14.79,24,6311.72,5
726,29163,salaried,personal,146000,11.22,12,12902.74,5
695,64485,salaried,medical,322000,12.15,12,28670.02,5
525,27919,salaried,personal,56000,17.25,12,5099.44,2
705,62748,student,personal,157000,11.85,48,4119.46,5
825,17973,salaried,vehicle,144000,9.5,36,4605.98,8
737,34486,salaried,personal,172000,10.89,36,5636.24,5
776,32208,student,education,129000,9.72,48,3250.25,8
663,53501,business,personal,241000,13.11,24,11458.48,5
762,22690,student,medical,91000,10.14,36,2934.64,8
594,37860,salaried,education,76000,15.18,60,1808.57,2
670,24690,salaried,vehicle,123000,12.9,36,4153.73,5
673,19555,self_employed,medical,83000,12.81,24,3943.8,5
580,20744,salaried,education,41000,15.6,12,3756.52,2
675,19364,self_employed,medical,82000,12.75,12,7340.92,5
780,24985,salaried,personal,200000,9.6,12,17535.47,8
774,19157,self_employed,medical,130000,9.78,60,2753.78,8
658,21132,self_employed,vehicle,90000,13.26,48,2421.04,5
775,28338,business,personal,204000,9.75,36,6559.85,8
698,24944,business,business,112000,12.06,12,9976.3,5
649,43453,self_employed,vehicle,185000,13.53,12,16541.01,5
597,41078,salaried,education,82000,15.09,48,2290.25,2
624,26845,salaried,medical,134000,14.28,60,3142.77,5
662,32271,self_employed,business,137000,13.14,12,12259.23,5
721,27262,salaried,home,136000,11.37,12,12071.09,5
576,18265,salaried,vehicle,37000,15.72,60,882.92,2
633,27029,business,medical,122000,14.01,48,3324.46,5
669,16032,salaried,education,80000,12.93,24,3808.36,5
664,26052,business,business,117000,13.08,12,10475.7,5
809,30488,salaried,vehicle,244000,9.5,60,5122.44,8
719,35681,business,medical,161000,11.43,12,14223.34,5
561,46290,self_employed,education,79000,16.17,60,1920.78,2
612,63601,salaried,vehicle,318000,14.64,60,7505.36,5
798,39704,salaried,home,318000,9.5,36,10174.87,8
704,40421,self_employed,medical,172000,11.88,48,4513.83,5
803,38461,business,vehicle,277000,9.5,12,24281.46,8
794,37429,salaried,vehicle,299000,9.5,12,26255.83,8
749,10296,self_employed,vehicle,44000,10.53,24,2029.98,5
619,61158,salaried,home,306000,14.43,12,27518.18,5
762,40942,self_employed,vehicle,278000,10.14,12,24494.61,8
759,21183,salaried,education,169000,10.23,48,4316.82,8
797,38660,self_employed,personal,263000,9.5,48,6604.62,8
830,35465,student,education,142000,9.5,36,4544.32,8
641,67027,salaried,personal,335000,13.77,12,30054.95,5
544,59908,salaried,personal,120000,16.68,24,5905.59,2
735,36637,self_employed,medical,156000,10.95,24,7253.6,5
578,38483,self_employed,medical,65000,15.66,12,5925.34,2
602,29940,self_employed,medical,127000,14.94,60,3023.14,5
828,52382,self_employed,vehicle,356000,9.5,60,7480.88,8
623,45636,self_employed,education,194000,14.31,24,9340.81,5
770,37665,salaried,business,301000,9.9,60,6387.45,8
780,94655,self_employed,business,644000,9.6,24,29582.95,8
844,63284,salaried,home,506000,9.5,48,12719.17,8
760,38208,self_employed,business,260000,10.2,48,6614.63,8
831,32032,business,personal,231000,9.5,12,20222.9,8
585,39312,salaried,medical,79000,15.45,12,7113.24,2
867,41427,salaried,medical,331000,9.5,60,6960.43,8
756,41215,student,personal,165000,10.32,48,4206.7,8
760,24719,salaried,education,198000,10.2,12,17404.41,8
581,28285,self_employed,personal,48000,15.57,24,2344.5,2
687,9730,self_employed,home,41000,12.39,48,1097.0,5
732,26586,salaried,medical,133000,11.04,60,2892.95,5
544,35766,salaried,business,72000,16.68,24,3525.74,2
743,20820,self_employed,education,88000,10.71,12,7808.78,5
595,49656,business,home,89000,15.15,60,2133.43,2
631,21877,salaried,medical,109000,14.07,48,2992.98,5
793,63935,salaried,business,511000,9.5,12,44848.48,8
731,61183,salaried,personal,306000,11.07,48,7917.02,5
671,41388,student,business,103000,12.87,36,3479.87,5
710,41326,business,home,186000,11.7,60,4108.66,5
715,20189,salaried,personal,101000,11.55,12,8947.7,5
693,24547,self_employed,home,104000,12.21,60,2331.82,5
680,29704,salaried,education,149000,12.6,12,13237.73,5
695,37872,self_employed,personal,161000,12.15,60,3592.62,5
810,99689,self_employed,personal,678000,9.5,36,21714.84,8
714,50904,salaried,home,255000,11.58,60,5607.81,5
640,47817,salaried,education,239000,13.8,12,21444.71,5
683,30097,salaried,home,150000,12.51,36,5035.02,5
628,29970,self_employed,business,127000,14.16,60,2974.37,5
708,39402,business,business,177000,11.76,60,3922.68,5
527,39932,self_employed,home,68000,17.19,48,1965.51,2
763,34000,self_employed,medical,231000,10.11,36,7472.21,8
746,27703,salaried,vehicle,139000,10.62,12,12217.73,5
732,38072,self_employed,personal,162000,11.04,24,7544.57,5
623,65002,salaried,vehicle,325000,14.31,36,11157.11,5
715,23456,salaried,vehicle,117000,11.55,36,3870.25,5
626,34190,self_employed,vehicle,145000,14.22,36,4981.88,5
751,33246,salaried,business,266000,10.47,24,12331.05,8
653,40900,self_employed,personal,174000,13.41,60,3991.69,5
668,39463,salaried,home,197000,12.96,48,5289.62,5
739,50905,business,personal,229000,10.83,48,5901.64,5
635,32584,student,vehicle,81000,13.95,24,3909.29,5
632,11968,self_employed,vehicle,51000,14.04,24,2443.16,5
463,28453,salaried,personal,57000,19.11,60,1479.64,2
515,25987,self_employed,education,44000,17.55,24,2195.97,2
750,59154,business,personal,266000,10.5,60,5721.56,5
838,44401,salaried,personal,355000,9.5,36,11378.38,8
538,21948,salaried,business,44000,16.86,48,1263.48,2
504,29411,salaried,vehicle,59000,17.88,12,5389.5,2
722,41294,salaried,business,206000,11.34,24,9655.79,5
643,93885,salaried,personal,469000,13.71,24,22474.19,5
665,36559,student,medical,91000,13.05,24,4347.37,5
608,42116,salaried,home,211000,14.76,36,7275.12,5
526,42215,self_employed,medical,72000,17.22,24,3555.84,2
683,44945,salaried,medical,225000,12.51,12,20020.62,5
704,68932,salaried,education,345000,11.88,48,9056.05,5
784,31670,salaried,home,253000,9.5,24,11633.14,8
793,20557,self_employed,medical,140000,9.5,48,3512.02,8
668,46295,self_employed,education,197000,12.96,60,4472.76,5
498,45822,business,personal,82000,18.06,24,4120.15,2
623,35320,salaried,personal,177000,14.31,36,6062.51,5
563,43755,salaried,education,88000,16.11,24,4289.42,2
655,20979,salaried,vehicle,105000,13.35,48,2832.43,5
566,47447,salaried,vehicle,95000,16.02,24,4647.31,2
610,62624,business,personal,282000,14.7,60,6659.9,5
702,29471,business,home,133000,11.94,36,4401.2,5
784,34607,salaried,vehicle,277000,9.5,24,12711.96,8
603,34049,salaried,medical,170000,14.91,48,4730.33,5
550,29702,salaried,vehicle,59000,16.5,24,2922.87,2
803,42106,self_employed,home,286000,9.5,12,25106.11,8
637,37669,business,vehicle,170000,13.89,24,8129.95,5
575,52231,salaried,home,104000,15.75,60,2526.48,2
799,20147,self_employed,personal,137000,9.5,24,6290.27,8
632,44146,student,vehicle,110000,14.04,48,3018.16,5
878,111510,salaried,medical,892000,9.5,12,78220.91,8
584,32909,self_employed,education,56000,15.48,36,1952.55,2
447,37511,salaried,business,75000,19.59,24,3803.35,2
735,18070,salaried,business,90000,10.95,60,1962.18,5
694,58138,self_employed,home,247000,12.18,48,6528.69,5
765,19391,business,business,140000,10.05,36,4508.44,8
596,53555,salaried,medical,107000,15.12,48,2987.5,2
718,93478,salaried,medical,467000,11.46,48,12184.69,5
745,36749,salaried,medical,184000,10.65,60,3963.09,5
610,44977,salaried,home,225000,14.7,12,20265.94,5
541,24422,salaried,home,49000,16.77,48,1403.63,2
625,38671,self_employed,business,164000,14.25,24,7910.56,5
699,27715,self_employed,vehicle,118000,12.03,24,5546.43,5
538,20831,salaried,medical,42000,16.86,60,1032.28,2
839,29184,student,business,117000,9.5,60,2451.75,8
679,47534,student,home,119000,12.63,12,10593.5,5
700,63906,self_employed,home,272000,12.0,48,7152.38,5
795,16295,self_employed,home,111000,9.5,36,3549.48,8
662,15259,self_employed,education,65000,13.14,12,5796.75,5
704,45413,salaried,medical,227000,11.88,60,5037.29,5
694,39591,salaried,education,198000,12.18,48,5230.47,5
690,39462,business,medical,178000,12.3,24,8384.28,5
698,24629,salaried,business,123000,12.06,12,10944.89,5
760,27566,salaried,personal,221000,10.2,12,19408.93,8
658,91931,salaried,vehicle,460000,13.26,36,15545.29,5
818,44819,salaried,vehicle,359000,9.5,36,11485.51,8
765,18472,business,medical,133000,10.05,24,6140.52,8
638,32671,salaried,business,163000,13.86,48,4452.57,5
779,32046,salaried,vehicle,256000,9.63,12,22494.89,8
638,19138,salaried,medical,96000,13.86,48,2608.23,5
625,59871,salaried,home,299000,14.25,24,14408.42,5
552,81850,self_employed,business,139000,16.44,12,12653.74,2
779,18841,salaried,business,151000,9.63,48,3796.28,8
523,26077,self_employed,medical,44000,17.31,36,1587.42,2
774,42696,salaried,personal,342000,9.78,36,10986.37,8
785,39951,self_employed,education,272000,9.5,48,6825.18,8
708,42848,self_employed,education,182000,11.76,48,4774.14,5
666,34888,self_employed,business,148000,13.02,24,7050.76,5
589,19273,self_employed,medical,33000,15.33,36,1141.11,2
839,90605,salaried,medical,725000,9.5,60,15223.09,8
717,17685,salaried,education,88000,11.49,48,2306.58,5
722,50221,self_employed,medical,213000,11.34,12,18898.17,5
445,80283,self_employed,business,136000,19.65,48,4127.78,2
621,16176,salaried,vehicle,81000,14.37,24,3897.52,5
575,52691,salaried,education,105000,15.75,12,9549.03,2
583,27676,salaried,education,55000,15.51,36,1932.67,2
731,42493,self_employed,medical,181000,11.07,12,15967.27,5
567,33944,salaried,business,68000,15.99,24,3323.75,2
861,16353,salaried,home,131000,9.5,12,11471.16,8
899,39018,self_employed,vehicle,265000,9.5,36,8499.07,8
637,44371,salaried,vehicle,222000,13.89,36,7570.79,5
744,56227,salaried,medical,281000,10.68,60,6067.87,5
651,34710,business,business,156000,13.47,36,5298.26,5
553,34390,self_employed,vehicle,58000,16.41,12,5315.82,2
627,29863,salaried,personal,149000,14.19,36,5117.16,5
755,51893,salaried,vehicle,415000,10.35,24,19224.11,8
623,25427,salaried,personal,127000,14.31,60,2978.76,5
679,63299,salaried,home,316000,12.63,12,28213.74,5
630,32171,salaried,education,161000,14.1,24,7730.76,5
804,65517,business,vehicle,472000,9.5,36,15110.74,8
803,24763,self_employed,home,168000,9.5,24,7731.52,8
730,54119,self_employed,medical,230000,11.1,48,5955.87,5
690,35010,self_employed,personal,149000,12.3,24,7025.12,5
698,34878,self_employed,home,148000,12.06,12,13174.44,5
463,20912,business,business,38000,19.11,24,1899.56,2
662,45551,salaried,home,228000,13.14,60,5198.5,5
722,39498,business,business,178000,11.34,12,15737.43,5
772,26684,self_employed,education,181000,9.84,48,4588.3,8
716,77933,salaried,business,390000,11.52,48,10169.85,5
563,19056,business,education,34000,16.11,48,974.06,2
700,12313,salaried,home,62000,12.0,24,2898.19,5
810,36619,salaried,personal,293000,9.5,48,7360.07,8
609,44826,salaried,home,224000,14.73,60,5300.33,5
436,22550,self_employed,business,38000,19.92,12,3549.76,2
686,48675,self_employed,medical,207000,12.42,36,6912.63,5
761,18139,salaried,personal,145000,10.17,24,6707.65,8
750,52265,salaried,home,261000,10.5,36,8493.81,5
716,19459,salaried,education,97000,11.52,36,3209.49,5
520,37624,salaried,education,75000,17.4,24,3734.95,2
558,23691,salaried,education,47000,16.26,36,1671.94,2
680,36685,self_employed,vehicle,156000,12.6,36,5223.34,5
588,56565,business,medical,102000,15.36,12,9207.25,2
702,18106,salaried,home,91000,11.94,60,2011.13,5
554,49033,self_employed,education,83000,16.38,60,2043.95,2
669,41290,student,medical,103000,12.93,24,4904.18,5
663,66962,salaried,home,335000,13.11,24,15934.98,5
623,21777,salaried,home,109000,14.31,36,3737.89,5
577,51022,salaried,personal,102000,15.69,60,2464.76,2
583,59965,business,vehicle,108000,15.51,48,3031.95,2
584,24998,self_employed,education,42000,15.48,36,1483.17,2
627,41542,business,business,187000,14.19,36,6406.54,5
730,50736,business,vehicle,228000,11.1,24,10651.77,5
609,63221,salaried,education,316000,14.73,24,15286.5,5
599,27569,business,education,50000,15.03,48,1381.86,2
742,51643,self_employed,medical,219000,10.74,48,5645.02,5
639,18525,business,medical,83000,13.83,24,3995.85,5
595,19860,business,education,36000,15.15,12,3229.09,2
525,57782,business,personal,104000,17.25,36,3721.14,2
595,53223,salaried,medical,106000,15.15,36,3697.84,2
438,40117,salaried,business,80000,19.86,24,4078.18,2
648,26036,business,personal,117000,13.56,60,2699.59,5
668,33198,salaried,home,166000,12.96,60,3773.47,5
795,27253,salaried,medical,218000,9.5,60,4579.01,8
679,32905,business,home,148000,12.63,24,7014.1,5
671,22040,business,medical,99000,12.87,24,4709.33,5
418,101744,self_employed,education,173000,20.46,48,5305.87,2
648,25373,salaried,education,127000,13.56,24,6064.84,5
656,16015,salaried,medical,80000,13.32,60,1835.12,5
623,40630,salaried,medical,203000,14.31,12,18270.22,5
757,26309,business,education,189000,10.29,60,4051.86,8
684,15750,self_employed,home,67000,12.48,12,5962.73,5
594,52052,salaried,home,104000,15.18,36,3618.02,2
661,44698,self_employed,vehicle,190000,13.17,60,4338.9,5
814,75533,business,medical,544000,9.5,24,24970.07,8
591,16148,salaried,personal,32000,15.27,60,772.93,2
742,19418,business,home,87000,10.74,36,2850.02,5
600,26574,business,medical,48000,15.0,48,1331.27,2
678,26108,salaried,personal,131000,12.66,36,4377.2,5
625,33828,self_employed,home,144000,14.25,60,3363.99,5
707,80866,business,medical,364000,11.79,24,17094.41,5
744,30776,business,education,138000,10.68,60,2989.14,5
738,51126,salaried,personal,256000,10.86,48,6589.56,5
755,21677,salaried,personal,173000,10.35,60,3714.68,8
721,44540,salaried,vehicle,223000,11.37,12,19721.38,5
743,38195,business,business,172000,10.71,24,7987.78,5
762,37529,salaried,medical,300000,10.14,36,9707.42,8
795,20544,student,personal,82000,9.5,60,1725.89,8
582,36644,salaried,education,73000,15.54,48,2059.81,2
655,29759,business,home,134000,13.35,60,3071.1,5
750,44497,self_employed,vehicle,189000,10.5,36,6146.64,5
880,50249,salaried,personal,402000,9.5,60,8442.71,8
795,37948,salaried,medical,304000,9.5,24,13939.22,8
709,32544,salaried,business,163000,11.73,12,14437.31,5
686,62785,business,medical,283000,12.42,60,6345.0,5
860,23485,salaried,education,188000,9.5,48,4720.21,8
621,38435,student,medical,96000,14.37,12,8644.3,5
872,41263,self_employed,medical,281000,9.5,48,7049.3,8
735,40421,salaried,medical,202000,10.95,60,4389.25,5
417,22536,salaried,medical,45000,20.49,24,2304.88,2
582,71573,salaried,medical,143000,15.54,24,6977.51,2
682,31335,business,home,141000,12.54,48,3750.83,5
645,29895,salaried,medical,149000,13.65,36,5083.45,5
771,32233,self_employed,personal,219000,9.87,36,7059.1,8
603,48516,salaried,education,243000,14.91,36,8398.48,5
722,28028,salaried,personal,140000,11.34,12,12408.36,5
520,53423,student,vehicle,53000,17.4,24,2651.64,2
734,42612,business,vehicle,192000,10.98,36,6276.07,5
596,35045,salaried,medical,70000,15.12,60,1671.87,2
667,40067,salaried,personal,200000,12.99,48,5373.6,5
526,41744,self_employed,business,71000,17.22,60,1772.09,2
824,31761,salaried,home,254000,9.5,24,11666.34,8
768,21120,salaried,medical,169000,9.96,36,5448.9,8
533,39721,business,business,71000,17.01,60,1777.32,2
755,53428,business,personal,385000,10.35,12,33882.52,8
580,25737,business,medical,46000,15.6,48,1303.48,2
541,24715,salaried,medical,49000,16.77,24,2438.52,2
608,18891,student,business,47000,14.76,24,2284.64,5
604,60719,salaried,business,304000,14.88,24,14703.14,5
829,9010,self_employed,vehicle,61000,9.5,60,1286.74,8
649,40149,business,personal,181000,13.53,60,4160.02,5
737,23154,salaried,home,116000,10.89,60,2510.85,5
587,24848,salaried,education,50000,15.39,60,1192.48,2
606,33526,salaried,home,168000,14.82,60,3972.11,5
686,33574,self_employed,home,143000,12.42,12,12706.16,5
803,20338,salaried,education,163000,9.5,48,4087.82,8
669,50165,salaried,home,251000,12.93,48,6720.39,5
549,23923,business,education,43000,16.53,60,1059.35,2
713,17956,business,business,81000,11.61,48,2112.5,5
592,85549,salaried,business,171000,15.24,36,5951.35,2
631,35452,salaried,education,177000,14.07,60,4131.01,5
718,15994,student,personal,40000,11.46,60,878.59,5
698,13926,salaried,education,70000,12.06,24,3279.7,5
660,111006,salaried,vehicle,555000,13.2,24,26439.36,5
519,12735,self_employed,personal,22000,17.43,60,543.07,2
853,46411,self_employed,home,316000,9.5,36,10109.49,8
821,21104,salaried,vehicle,169000,9.5,60,3545.79,8
736,29964,self_employed,home,127000,10.92,36,4164.39,5
633,59343,salaried,medical,297000,14.01,24,14247.64,5
697,27645,salaried,vehicle,138000,12.09,60,3081.14,5
746,46839,salaried,education,234000,10.62,60,5047.7,5
617,44926,self_employed,home,191000,14.49,12,17187.66,5
686,15087,salaried,personal,75000,12.42,36,2520.84,5
643,26236,student,vehicle,66000,13.71,60,1516.33,5
683,24292,self_employed,vehicle,103000,12.51,48,2744.76,5
789,23559,salaried,vehicle,188000,9.5,24,8653.8,8
591,16253,salaried,business,33000,15.27,24,1580.31,2
745,54741,salaried,medical,274000,10.65,36,8915.53,5
574,66595,self_employed,business,113000,15.78,48,3195.75,2
795,78354,self_employed,home,533000,9.5,60,11190.01,8
715,42778,salaried,home,214000,11.55,60,4709.39,5
695,18069,self_employed,business,77000,12.15,60,1714.07,5
758,41991,salaried,personal,336000,10.26,12,29574.08,8
745,27886,self_employed,personal,119000,10.65,12,10455.45,5
704,36842,self_employed,medical,157000,11.88,60,3473.59,5
684,20494,salaried,medical,102000,12.48,48,2722.77,5
698,85051,salaried,medical,425000,12.06,36,14136.81,5
753,40339,salaried,medical,323000,10.41,12,28433.11,8
774,42107,salaried,education,337000,9.78,60,7120.85,8
609,22538,business,home,101000,14.73,12,9141.44,5
710,58580,salaried,medical,293000,11.7,36,9686.7,5
556,36002,business,home,65000,16.32,24,3182.95,2
711,34086,salaried,home,170000,11.67,12,15116.22,5
801,30684,salaried,education,245000,9.5,48,6167.17,8
680,42510,business,medical,191000,12.6,60,4313.48,5
771,97474,salaried,home,780000,9.87,48,19728.92,8
633,29395,salaried,personal,147000,14.01,60,3420.68,5
470,34724,salaried,vehicle,69000,18.9,60,1797.75,2
545,32254,self_employed,personal,55000,16.65,12,4991.97,2
599,55347,salaried,education,111000,15.03,36,3838.87,2
613,24894,salaried,personal,124000,14.61,12,11211.93,5
826,42503,salaried,vehicle,340000,9.5,60,7141.25,8
567,19754,self_employed,medical,34000,15.99,12,3046.81,2
683,35954,salaried,medical,180000,12.51,24,8505.36,5
708,43834,self_employed,home,186000,11.76,12,16531.34,5
758,27876,self_employed,vehicle,190000,10.26,60,4051.92,8
587,15718,salaried,personal,31000,15.39,60,754.35,2
665,26115,salaried,home,131000,13.05,48,3506.29,5
737,25990,self_employed,business,110000,10.89,12,9757.07,5
716,15503,salaried,medical,78000,11.52,24,3631.63,5
727,28445,self_employed,home,121000,11.19,60,2639.98,5
653,40344,salaried,home,202000,13.41,60,4632.27,5
595,51319,salaried,business,103000,15.15,36,3565.57,2
819,35409,salaried,personal,283000,9.5,24,13006.32,8
517,42789,salaried,education,86000,17.49,36,3072.05,2
700,19585,salaried,business,98000,12.0,24,4609.7,5
572,57087,student,medical,57000,15.84,48,1613.21,2
841,22448,salaried,home,180000,9.5,48,4511.77,8
718,58854,self_employed,vehicle,250000,11.46,36,8243.52,5
830,39217,business,home,282000,9.5,36,9044.93,8
709,35232,self_employed,vehicle,150000,11.73,36,4954.14,5
543,37449,salaried,home,75000,16.71,24,3692.71,2
805,21969,salaried,education,176000,9.5,12,15410.64,8
703,32089,self_employed,personal,136000,11.91,12,12111.64,5
707,21992,salaried,medical,110000,11.79,60,2434.45,5
569,48578,salaried,education,97000,15.93,24,4753.84,2
573,26735,salaried,education,53000,15.81,24,2613.22,2
652,16978,salaried,medical,85000,13.44,24,4053.53,5
758,24147,business,home,174000,10.26,24,8043.84,8
793,24351,self_employed,personal,166000,9.5,48,4160.16,8
710,25850,salaried,business,129000,11.7,48,3384.66,5
705,30243,salaried,medical,151000,11.85,48,3970.96,5
782,25182,self_employed,medical,171000,9.54,48,4305.34,8
611,63430,self_employed,education,270000,14.67,12,24289.97,5
862,21712,salaried,personal,174000,9.5,48,4363.94,8
565,80489,self_employed,home,137000,16.05,36,4813.97,2
565,42357,business,medical,76000,16.05,12,6919.39,2
594,49771,self_employed,vehicle,85000,15.18,12,7644.12,2
703,26128,self_employed,medical,111000,11.91,36,3683.57,5
780,28938,salaried,home,232000,9.6,36,7426.72,8
648,25166,salaried,business,126000,13.56,24,6015.57,5
513,23774,salaried,education,48000,17.61,12,4350.45,2
661,37276,salaried,home,186000,13.17,12,16662.26,5
579,16128,salaried,vehicle,32000,15.63,60,778.12,2
596,28120,salaried,business,56000,15.12,36,1952.9,2
703,20202,business,home,91000,11.91,48,2390.0,5
655,34236,salaried,vehicle,171000,13.35,48,4622.12,5
694,51178,salaried,business,256000,12.18,36,8521.33,5
614,18286,salaried,vehicle,91000,14.58,48,2525.19,5
650,20912,salaried,business,105000,13.5,12,9363.81,5
750,44188,salaried,education,221000,10.5,36,7181.14,5
494,21993,self_employed,home,37000,18.18,36,1355.05,2
494,13309,business,business,24000,18.18,48,706.02,2
730,44659,salaried,personal,223000,11.1,24,10417.83,5
603,33406,salaried,business,167000,14.91,48,4640.96,5
568,41550,self_employed,vehicle,71000,15.96,24,3457.19,2
649,45466,self_employed,personal,193000,13.53,60,4449.26,5
675,23854,salaried,personal,119000,12.75,24,5656.52,5
550,50038,self_employed,business,85000,16.5,24,4185.38,2
900,51009,salaried,education,408000,9.5,12,35781.34,8
618,71592,salaried,vehicle,358000,14.46,24,17264.68,5
726,32555,salaried,education,163000,11.22,48,4224.44,5
679,41891,self_employed,personal,178000,12.63,36,5967.1,5
647,33656,salaried,business,168000,13.59,48,4564.08,5
766,33967,salaried,business,272000,10.02,48,6894.56,8
674,19455,self_employed,home,83000,12.78,48,2209.26,5
703,14552,salaried,medical,73000,11.91,36,2413.67,5
622,33062,business,personal,149000,14.34,60,3488.16,5
701,53625,self_employed,business,228000,11.97,60,5066.27,5
599,14994,self_employed,business,25000,15.03,12,2301.12,2
617,99627,self_employed,personal,423000,14.49,60,9960.04,5
645,30486,self_employed,vehicle,130000,13.65,36,4406.39,5
568,20647,business,medical,37000,15.96,60,903.02,2
754,80761,salaried,education,646000,10.38,36,20963.13,8
611,64793,business,personal,292000,14.67,12,26271.5,5
660,21408,self_employed,education,91000,13.2,36,3074.46,5
629,76990,salaried,education,385000,14.13,60,8983.15,5
805,18842,salaried,business,151000,9.5,36,4828.57,8
557,20298,salaried,medical,41000,16.29,12,3688.9,2
607,37961,business,home,171000,14.79,12,15401.8,5
585,32016,self_employed,medical,54000,15.45,60,1307.74,2
672,25956,self_employed,vehicle,110000,12.84,60,2500.97,5
834,30272,salaried,home,242000,9.5,36,7757.81,8
545,38357,salaried,education,77000,16.65,12,6984.01,2
625,20560,student,medical,51000,14.25,24,2474.04,5
705,35300,salaried,home,177000,11.85,36,5849.75,5
549,25171,salaried,education,50000,16.53,60,1238.46,2
726,24013,salaried,home,120000,11.22,60,2623.73,5
715,15264,self_employed,medical,65000,11.55,48,1694.11,5
681,19512,self_employed,business,83000,12.57,24,3925.87,5
712,19339,self_employed,vehicle,82000,11.64,60,1813.45,5
569,30201,business,medical,54000,15.93,12,4930.52,2
682,29412,salaried,personal,147000,12.54,36,4922.66,5
649,44440,self_employed,education,189000,13.53,36,6412.16,5
573,38958,business,personal,70000,15.81,36,2458.85,2
812,23438,self_employed,education,159000,9.5,24,7318.09,8
632,25659,self_employed,home,109000,14.04,36,3729.31,5
757,69348,salaried,vehicle,555000,10.29,24,25674.92,8
752,28037,salaried,education,224000,10.44,60,4814.41,8
661,14921,salaried,home,75000,13.17,48,2007.81,5
634,34787,self_employed,education,148000,13.98,24,7097.24,5
735,30146,salaried,medical,151000,10.95,60,3273.49,5
876,46145,salaried,education,369000,9.5,60,7753.16,8
622,16548,self_employed,business,70000,14.34,60,1648.95,5
596,44499,business,home,80000,15.12,60,1910.59,2
767,23560,salaried,vehicle,188000,9.99,12,16570.03,8
745,60564,student,education,151000,10.65,48,3887.63,5
831,19493,salaried,education,156000,9.5,24,7160.12,8
700,71443,salaried,business,357000,12.0,24,16815.57,5
776,52704,salaried,personal,422000,9.72,36,13549.73,8
712,50812,self_employed,business,216000,11.64,12,19150.95,5
746,31135,salaried,business,156000,10.62,12,13731.58,5
752,33745,business,vehicle,243000,10.44,12,21410.3,8
656,34962,salaried,personal,175000,13.32,60,4006.23,5
648,33506,salaried,personal,168000,13.56,60,3860.05,5
802,23610,salaried,medical,189000,9.5,24,8672.38,8
