session_id,declared_age,video_estimated_age,age_discrepancy,location_mismatch_km,face_liveness_score,speech_consistency_score,device_fingerprint_seen_before,application_speed_seconds,fraud_label
14283ed7-c69,29,34,5,4.8,0.6611,0.8046,0,138.0,0
0450f99b-f07,48,59,11,2.0,0.9224,0.7567,0,81.3,0
821f213f-f20,64,57,7,2.4,0.9288,0.7974,1,148.6,0
e12f4059-742,61,72,11,1.7,0.9797,0.8123,1,97.2,0
a0be0f17-c5c,36,26,10,17.9,0.4675,0.7954,1,104.8,0
32484a2b-b3a,22,34,12,7.0,0.7768,0.9092,0,145.4,0
6bc70c48-d4e,62,73,11,30.4,0.5427,0.911,1,164.2,1
bf5e3671-1cf,44,49,5,24.6,0.5545,0.9001,1,204.5,0
ae2c2ecb-431,21,25,4,26.1,0.8665,0.9534,0,99.7,0
6a80a22a-534,61,52,9,28.4,0.7552,0.8738,1,86.9,0
c44e867f-ce2,49,40,9,22.0,0.7731,0.762,0,102.3,0
8ce65857-5cc,48,40,8,4.0,0.9539,0.5724,1,215.6,0
040bdc5a-3bb,25,30,5,11.2,0.8991,0.5421,1,117.9,0
4554b333-5d8,34,27,7,23.9,0.5844,0.4188,0,62.1,0
520c1893-d03,23,18,5,26.9,0.8146,0.8077,1,144.0,0
035c4030-455,22,25,3,0.8,0.7949,0.8217,1,116.3,0
320d2b13-e9c,38,48,10,17.4,0.8196,0.4186,1,161.1,1
c9935f3c-833,46,52,6,41.3,0.4173,0.4412,1,124.0,1
9cd526cd-294,49,50,1,11.3,0.6615,0.5515,1,178.8,0
d1901b3d-d21,22,19,3,2.4,0.6205,0.5474,1,98.9,0
7efc565c-a2c,32,26,6,53.5,0.8963,0.5995,1,89.2,0
4562b611-a41,62,59,3,26.8,0.6926,0.9919,1,128.0,0
8cbce12f-12e,41,40,1,6.3,0.8256,0.8502,1,52.7,0
f205d8ec-44f,23,19,4,2.8,0.8721,0.8077,0,158.7,0
d067e430-47b,25,34,9,13.7,0.6467,0.8343,1,151.0,0
78ac1ef2-570,45,48,3,1.5,0.4857,0.6899,1,71.7,0
7508be30-1c0,24,31,7,7.5,0.5241,0.7859,1,152.2,0
8c6d3d22-8f6,46,40,6,12.8,0.8935,0.8932,1,163.0,0
2e2f3a65-8cd,49,42,7,11.1,0.5938,0.7469,1,104.5,0
4be79965-e2b,30,29,1,29.7,0.8944,0.968,1,76.3,0
e8ccc2bb-401,52,44,8,5.8,0.6438,0.7234,1,170.0,0
7dd86e19-c07,63,52,11,37.7,0.7982,0.5915,1,128.5,0
d37459fd-4a9,29,22,7,7.9,0.76,0.4787,1,107.0,0
a9903097-1e5,57,63,6,5.2,0.5877,0.9615,1,136.4,0
9845489d-81a,32,30,2,8.2,0.4878,0.4215,1,80.7,0
35524999-66c,37,45,8,14.3,0.8371,0.7068,1,73.0,0
3cc5aedd-6bc,29,41,12,10.3,0.9307,0.7834,1,84.2,0
2dc08e97-d4c,35,24,11,6.7,0.6328,0.1855,1,133.5,0
5e0e1ced-19b,55,66,11,18.8,0.6014,0.3525,0,156.3,0
cb644334-901,34,33,1,46.4,0.9137,0.7914,1,91.8,0
2b83d378-0ea,48,48,0,6.1,0.8821,0.5323,0,152.3,0
c2b1057c-e6d,22,33,11,10.1,0.5163,0.7065,1,167.9,0
638c5f8f-7bf,60,58,2,1.4,0.6954,0.4965,0,157.3,0
159c57f5-65e,58,65,7,23.0,0.7581,0.774,0,134.8,0
b17d5ca0-9e0,30,24,6,3.0,0.956,0.5956,1,148.5,0
6c9372d2-0e0,55,56,1,93.7,0.7363,0.8622,0,122.7,0
f92c789c-fb5,48,48,0,11.1,0.7491,0.8594,0,124.7,0
bf573122-e9c,35,36,1,64.4,0.8291,0.7524,0,107.5,0
e026aa34-d9d,47,55,8,7.3,0.8764,0.8104,1,151.3,0
f940425e-deb,31,22,9,1.1,0.6197,0.7087,0,127.2,0
eb2fd97f-8b1,50,59,9,10.6,0.965,0.833,1,127.0,0
6e02e30a-281,56,64,8,23.1,0.7201,0.9002,0,88.8,0
2286877a-0b3,62,54,8,12.4,0.9647,0.7404,0,36.9,0
4b211694-9c9,55,64,9,8.5,0.699,0.9782,1,36.4,0
292583d1-4bf,46,43,3,11.6,0.6093,0.7391,1,181.1,0
34f620a6-c55,46,51,5,4.2,0.8173,0.756,1,135.5,0
08d2c15a-0aa,22,25,3,14.0,0.9302,0.5998,1,95.1,0
f42cfa2c-424,38,40,2,17.2,0.6613,0.6252,1,159.7,0
403486f4-7cd,31,25,6,11.6,0.5088,0.4694,1,210.1,0
6f072c5a-fc2,35,39,4,7.5,0.836,0.8818,1,70.3,0
44106394-383,23,33,10,8.8,0.827,0.7243,1,180.9,0
4a6c0db1-7c3,23,19,4,3.5,0.9389,0.463,0,79.4,0
eacd930d-9e4,37,38,1,1.2,0.9103,0.7538,1,123.5,0
3e5ff3d6-4fc,36,31,5,12.8,0.9124,0.8343,1,96.3,0
415bb043-ac5,47,59,12,11.2,0.8968,0.8799,1,113.8,0
f0cc7564-25c,42,41,1,2.4,0.7424,0.8224,1,72.9,0
b5217319-65c,39,46,7,38.7,0.9807,0.762,0,131.6,0
ceb195ef-f12,26,27,1,54.1,0.6889,0.8753,1,114.2,0
cb574221-767,33,33,0,9.5,0.9252,0.8734,1,93.4,0
d65bfd78-35f,26,23,3,0.6,0.7772,0.7578,0,199.0,0
2c899e75-d59,58,63,5,18.5,0.2981,0.9076,1,163.5,0
2c4fa95f-3f6,49,51,2,15.5,0.9207,0.8121,0,87.2,0
52b61c07-315,43,53,10,2.6,0.9353,0.8771,1,149.0,0
85ed85e1-c54,59,68,9,15.1,0.451,0.5625,1,142.6,0
a28e59d9-24f,59,64,5,27.6,0.5578,0.4334,0,70.4,1
d87d3334-5a5,51,60,9,14.2,0.8217,0.3097,1,146.8,0
420cff69-299,39,40,1,2.0,0.7359,0.6048,1,150.4,0
d61bd972-c01,55,65,10,2.4,0.8912,0.6132,1,120.6,0
c276e9a3-f9f,33,26,7,3.1,0.7899,0.5624,1,65.5,0
7c71e35a-ce6,57,47,10,0.8,0.867,0.7328,1,59.9,0
39c3124d-47c,60,53,7,19.4,0.6238,0.5347,1,102.2,0
910da46c-7ad,33,22,11,13.9,0.6727,0.878,1,97.9,0
cef3f7be-bd9,22,27,5,7.0,0.4689,0.8895,1,116.7,0
a9d4c594-751,59,48,11,5.1,0.8986,0.7421,1,85.7,0
6c327ca5-f0c,59,63,4,24.0,0.8693,0.7533,0,99.0,0
c7312bc1-aba,52,60,8,12.3,0.8055,0.3257,1,156.2,0
d583e585-61c,27,21,6,16.5,0.9427,0.6837,0,129.2,0
c265f238-673,50,61,11,16.6,0.7199,0.7401,1,118.0,0
2acb4bce-247,42,49,7,16.2,0.8693,0.5649,0,64.5,0
669fa416-70d,31,28,3,4.0,0.8934,0.6581,1,125.0,0
ef089ed4-5bb,61,56,5,29.7,0.8873,0.9244,1,111.2,0
0ee51941-12b,63,68,5,3.3,0.7637,0.9472,0,88.3,0
9f6c328a-ee2,28,26,2,15.7,0.6474,0.7457,1,180.5,0
36441d23-94b,59,50,9,55.9,0.9514,0.7411,0,124.9,0
7f67f1c7-563,21,18,3,1.5,0.7542,0.8878,0,99.4,0
ee47b153-5c3,59,61,2,11.4,0.671,0.7511,1,132.1,0
2d597207-4cc,29,40,11,1.1,0.8983,0.621,1,150.4,0
3fb4f9cf-e21,55,65,10,12.0,0.8338,0.5952,1,99.5,0
c64834f0-a80,47,35,12,0.5,0.7318,0.7793,1,51.6,0
32435bf8-97f,44,32,12,32.5,0.5909,0.4786,1,118.6,1
6a173f45-bcf,30,42,12,13.3,0.8824,0.6086,1,123.7,0
5a5cdadb-ef4,59,50,9,16.7,0.7786,0.8721,1,130.2,0
3d3cefa6-43a,48,37,11,0.2,0.5519,0.9851,1,124.5,1
f1176089-cb4,56,46,10,9.3,0.927,0.661,1,55.3,0
d5c408a2-2c4,45,37,8,14.7,0.9783,0.6178,1,112.5,0
fc3a9745-014,56,61,5,1.0,0.9927,0.8011,1,60.7,0
e86feca9-11d,61,54,7,5.2,0.713,0.7823,1,136.3,0
e71f4bb4-409,61,54,7,3.7,0.8887,0.7951,1,147.2,0
f7d00b06-f2a,30,33,3,41.5,0.9382,0.7221,0,152.9,0
1fde2009-7b2,28,24,4,26.1,0.2667,0.449,0,89.4,1
8537f034-a9f,23,18,5,5.8,0.6946,0.1892,1,124.9,0
971b37bc-97c,56,51,5,17.5,0.6045,0.5723,1,137.1,0
a3c27534-5c6,36,34,2,9.3,0.8335,0.713,0,212.9,0
491999a4-409,33,38,5,4.0,0.7154,0.7526,1,146.1,0
e17be413-7a7,34,34,0,6.7,0.8009,0.7309,1,117.8,0
daa25ccb-f1f,61,73,12,8.2,0.3922,0.6005,0,110.3,0
29fb29ba-ee0,38,39,1,51.6,0.9622,0.8225,0,185.6,0
3ee67e50-81f,31,20,11,16.8,0.9125,0.9146,0,98.0,0
2e8bbac4-a9b,63,63,0,4.7,0.6143,0.7402,0,68.9,0
e08baff4-08e,63,74,11,25.5,0.8571,0.938,1,55.3,0
d60dc054-17d,61,60,1,14.5,0.6229,0.7943,0,142.2,0
7ae00f23-a58,58,53,5,6.2,0.667,0.9893,0,183.4,0
291c08dd-41a,39,32,7,24.7,0.4609,0.3607,0,111.6,1
a8bdc05a-0ee,27,26,1,11.9,0.7174,0.5856,1,77.9,0
ca7991f2-761,24,33,9,27.1,0.853,0.7788,1,104.2,0
4a7de3cb-7b7,58,65,7,12.2,0.9572,0.8473,0,148.3,0
04b0a2bd-4de,55,54,1,1.7,0.4783,0.9365,0,127.4,0
eff3c0e6-098,35,35,0,3.0,0.6892,0.8002,1,81.4,0
7a5421db-570,57,55,2,3.0,0.7452,0.8226,0,134.7,0
c16c7fac-2a2,39,46,7,0.8,0.6374,0.5689,1,115.8,0
90b05c70-ab0,61,57,4,42.4,0.5939,0.8463,0,162.5,0
cbf8d8f9-e23,51,58,7,7.8,0.8229,0.8169,1,144.1,0
56b7ed63-e41,61,56,5,5.8,0.9677,0.3156,1,128.2,0
7923882f-0c4,53,47,6,2.3,0.8964,0.8131,1,83.1,0
258c0412-884,48,54,6,36.8,0.83,0.7081,0,43.9,0
582074cf-af4,23,18,5,0.6,0.7433,0.9877,1,119.1,0
d0065a6c-138,53,42,11,9.5,0.8787,0.8168,1,156.5,0
fb561b9d-888,21,18,3,12.3,0.6731,0.8336,1,113.3,0
e493d9a9-ee4,32,35,3,36.0,0.9185,0.4689,1,188.5,0
b5b445e8-5c9,50,51,1,3.8,0.8812,0.8126,0,123.7,0
118671c0-e81,44,46,2,0.1,0.6022,0.9177,1,170.8,0
6c70d07d-99e,21,26,5,3.3,0.722,0.7242,1,162.0,0
92a301c2-012,26,18,8,15.3,0.8767,0.9043,0,152.5,0
a98ad5ec-c4a,61,63,2,7.5,0.5144,0.4417,1,137.6,0
cfdca505-6f4,29,18,11,0.9,0.5722,0.7776,1,105.6,0
941809a7-f59,22,23,1,12.1,0.8983,0.8274,1,144.1,0
7f6433dc-9b4,30,40,10,13.4,0.822,0.8575,0,100.0,0
73cf944d-254,36,37,1,27.1,0.7131,0.964,1,100.8,0
e3880011-0be,34,26,8,8.0,0.7287,0.5263,1,133.1,0
14e37123-033,22,33,11,6.7,0.8571,0.9667,1,115.6,0
7766f841-1f3,23,18,5,5.8,0.9829,0.9079,1,135.0,0
538b40b2-624,57,60,3,8.3,0.8093,0.8871,0,135.3,0
34ec7eb4-75a,50,59,9,3.1,0.8859,0.8043,1,113.5,0
15d1d657-f88,24,19,5,1.0,0.6382,0.6981,1,152.4,0
f1d28d1d-f27,41,32,9,3.0,0.654,0.4624,0,116.2,1
fb812e1a-77e,61,64,3,22.8,0.848,0.9583,1,154.6,0
5b85968f-e21,46,50,4,20.8,0.8501,0.5407,1,81.5,0
051cdd70-669,45,46,1,5.8,0.9094,0.7112,0,144.4,0
b3c2a13e-de6,33,30,3,37.8,0.9616,0.7997,1,75.1,0
01301ead-d34,46,38,8,36.1,0.6582,0.8513,0,53.6,0
98bb4799-b79,21,31,10,77.4,0.5561,0.5101,1,150.2,0
17851e4b-4d5,31,26,5,18.0,0.6193,0.6248,1,93.9,0
0a5fed2d-d4c,34,23,11,4.0,0.6911,0.8938,1,86.4,0
5178aa76-4d6,23,23,0,21.9,0.5885,0.848,1,176.1,0
dddb75bd-484,44,42,2,1.4,0.7843,0.763,1,127.4,0
48c7ce9f-53d,44,56,12,11.7,0.6105,0.6799,1,150.1,0
74060992-3c1,29,24,5,24.6,0.7197,0.7424,1,119.4,0
9932fb47-8ad,29,30,1,4.2,0.9746,0.9556,0,151.0,0
a712312c-c4b,62,67,5,12.8,0.8322,0.406,1,94.5,0
84d8ebd2-926,47,38,9,0.6,0.6043,0.3713,1,120.0,1
a96b3950-c24,54,56,2,13.9,0.7288,0.5857,1,165.9,0
36569708-b05,28,24,4,12.3,0.5478,0.7684,0,145.0,0
721f591d-b13,54,53,1,29.2,0.8101,0.953,1,115.7,0
5e8a957c-25d,28,37,9,17.3,0.6337,0.716,1,147.1,0
41b031a4-198,29,37,8,9.9,0.8128,0.5576,0,122.2,0
4a13a893-30e,30,40,10,20.1,0.9172,0.732,0,93.9,0
bcbebaeb-437,30,42,12,2.3,0.4553,0.7869,1,123.3,1
636f5ac1-207,62,74,12,15.8,0.9258,0.778,0,81.4,0
ff48c86f-276,34,42,8,0.5,0.4718,0.6586,1,134.9,0
52fc70f2-14a,24,20,4,18.1,0.7467,0.9667,1,142.7,0
1f462897-33b,55,48,7,11.5,0.7469,0.9331,1,132.0,0
8ee9838a-131,57,48,9,46.9,0.9465,0.6875,1,86.5,0
65b81fca-0ac,28,21,7,7.5,0.6463,0.5898,0,113.9,0
5b036625-643,58,47,11,1.8,0.8127,0.8181,0,112.0,0
1d4ca72b-37a,23,20,3,9.2,0.7623,0.373,1,124.3,0
b9494f2b-006,32,21,11,3.4,0.8185,0.7933,1,102.3,0
3c4f1bfb-957,30,23,7,0.2,0.5466,0.8701,1,93.2,0
eb3ba1e2-86b,49,57,8,19.5,0.9077,0.4707,1,115.6,0
74a0fba8-4e9,32,31,1,3.1,0.8433,0.7183,1,142.0,0
25d77a32-134,35,23,12,28.5,0.7825,0.6349,1,153.6,0
c428c941-477,26,18,8,3.9,0.5465,0.6321,0,89.3,0
93a42e16-8c2,24,18,6,6.3,0.4574,0.8838,0,161.5,0
c1f60122-ba6,42,30,12,3.2,0.6989,0.901,1,82.9,0
947a8d92-0cf,31,42,11,24.0,0.4339,0.6991,1,126.0,1
7ad788f7-83d,25,18,7,9.3,0.9183,0.8966,1,170.5,0
bb3d84f4-69c,21,18,3,4.3,0.7814,0.3452,0,101.9,0
c6e26a09-4f0,51,52,1,6.6,0.7933,0.5862,0,153.5,0
b1c836b2-ece,41,39,2,40.7,0.9907,0.7072,1,105.4,0
2cd151e7-eb0,38,47,9,24.6,0.8594,0.8783,0,89.7,0
8c11e433-e7d,25,31,6,15.2,0.9132,0.9876,0,106.8,0
249408b7-e27,62,50,12,25.6,0.8974,0.606,1,119.1,0
5a93c64e-500,43,53,10,12.4,0.7697,0.5885,1,124.8,0
ab605a13-18f,28,24,4,27.2,0.8724,0.767,0,157.8,0
e8781540-75a,23,32,9,2.8,0.4059,0.7216,0,124.3,1
16663151-4b9,30,31,1,10.7,0.5699,0.5714,1,154.0,0
12f4bf17-c84,59,69,10,40.4,0.9253,0.6667,1,176.7,0
8f8c23ba-420,49,53,4,46.4,0.7985,0.9686,1,108.3,0
823633e6-6c3,56,53,3,12.0,0.8729,0.7903,1,130.3,0
f9ecccf7-c16,29,30,1,6.7,0.8812,0.5501,1,147.9,0
f2a46400-c8c,25,36,11,0.7,0.8069,0.6956,1,91.5,0
3068538c-fae,52,51,1,0.5,0.9723,0.6077,0,174.0,0
722806c1-693,33,29,4,1.6,0.4993,0.5551,1,106.2,0
844a4006-43f,38,41,3,5.5,0.8202,0.2726,1,115.6,0
7ca53de3-fc6,60,62,2,2.7,0.9725,0.6913,1,110.0,0
8b9dae9d-505,59,55,4,12.4,0.8661,0.9091,0,123.5,0
5e9b3cea-3af,27,22,5,9.5,0.7666,0.7993,1,147.0,0
d21d05b4-e8a,37,30,7,22.8,0.8407,0.9295,1,111.1,0
ec549058-8e3,45,46,1,23.5,0.6428,0.983,1,57.3,0
8791091a-2cb,46,57,11,14.8,0.9062,0.9203,1,90.5,0
82c5dd0d-a3c,52,59,7,5.0,0.7453,0.6681,1,59.7,0
32c10a24-381,29,33,4,15.7,0.933,0.6142,1,148.3,0
86acdbd4-d3a,48,44,4,0.1,0.99,0.5342,0,99.7,0
1b302436-a61,62,70,8,9.9,0.72,0.9253,1,54.2,0
9d73124c-202,41,53,12,2.1,0.6761,0.7371,1,139.9,0
bd207c38-3de,29,18,11,4.8,0.8002,0.8542,0,159.9,0
82dcea59-8e2,56,62,6,1.7,0.9308,0.6947,1,52.6,0
a0cdf07d-c20,45,54,9,107.6,0.4768,0.9724,1,142.2,1
11f77994-d04,50,57,7,17.7,0.951,0.708,1,161.7,0
cae5a40d-7b0,47,40,7,66.2,0.8702,0.5792,0,110.4,0
661b1c48-a23,40,38,2,6.4,0.9409,0.4585,0,176.3,0
e01854c1-680,43,33,10,13.2,0.7824,0.7032,1,150.9,0
e41785cb-b1c,22,18,4,17.0,0.8569,0.4617,0,46.0,0
cf30787b-0d4,49,37,12,37.9,0.6574,0.6548,1,197.9,0
6e9bca8e-67d,50,54,4,33.1,0.4648,0.4009,1,14.1,1
9ef497c2-593,46,34,12,5.7,0.9668,0.7028,1,87.6,0
ef3061dd-658,37,49,12,5.3,0.9204,0.8315,1,54.7,0
f4f5117c-d32,40,32,8,18.0,0.9051,0.7406,1,159.8,0
b3b81208-5b5,57,48,9,20.4,0.8545,0.4275,0,171.0,0
1b7f9344-c1e,52,40,12,6.5,0.6052,0.6778,1,106.6,0
b1a2595f-c69,22,24,2,3.3,0.3311,0.3212,1,69.4,1
82a246c9-e7a,59,47,12,2.4,0.5475,0.7963,1,142.3,1
fb9f00f2-d33,30,24,6,2.8,0.9563,0.8366,1,188.7,0
12d34bb6-f8b,60,64,4,20.4,0.4394,0.4929,1,120.1,0
95e3eb21-75f,46,38,8,20.2,0.8971,0.824,1,154.3,0
6c75dca0-a04,33,27,6,3.8,0.7865,0.8238,0,108.1,0
ecfe24fb-6ed,43,44,1,7.4,0.5697,0.8805,1,136.1,0
1b096728-310,45,53,8,9.2,0.7998,0.3758,1,143.6,0
b98cc8bd-dd8,34,33,1,1.5,0.381,0.7693,0,95.8,0
cf566e65-d54,33,24,9,4.1,0.4592,0.8653,1,109.7,1
e121a5c1-2d0,27,23,4,3.4,0.7527,0.7323,1,171.6,0
52629a4f-840,49,42,7,9.0,0.6718,0.4454,1,139.8,0
0f257c54-739,29,18,11,35.7,0.5783,0.6833,1,112.3,1
62caf3b0-037,46,51,5,18.2,0.9278,0.8096,1,40.9,0
7a8c5b97-0c2,33,35,2,15.4,0.9465,0.8662,0,109.5,0
fd0a3bc3-d9e,22,26,4,24.3,0.9748,0.469,0,98.6,0
276f8cd6-196,26,32,6,4.9,0.9084,0.689,1,156.6,0
6dc3c283-009,38,46,8,14.8,0.926,0.8272,0,98.5,0
8992ef37-5c9,50,43,7,4.8,0.8901,0.8147,1,172.3,0
63b1e71e-f48,50,61,11,1.6,0.4495,0.8985,1,56.6,1
45179a93-85e,25,31,6,11.9,0.7008,0.8706,1,144.0,0
9b19f494-c00,28,33,5,29.1,0.753,0.896,1,131.4,0
901015d1-e10,56,51,5,33.0,0.6028,0.7976,0,158.7,0
6250923a-376,31,19,12,41.4,0.7072,0.7092,1,33.5,0
7ad0e4b4-edc,25,20,5,25.3,0.8856,0.3775,1,134.6,0
9a1117d2-288,60,72,12,10.7,0.6784,0.9554,1,175.3,0
6e2025dc-064,62,62,0,47.9,0.6955,0.8812,0,97.8,0
f164f37a-6f6,48,45,3,9.2,0.6711,0.9762,0,83.6,0
614b3536-bfd,47,49,2,3.9,0.7012,0.6628,0,136.0,0
7e3f761d-1ad,21,22,1,13.1,0.9861,0.8473,1,162.1,0
eeb90a9e-ecd,62,54,8,7.0,0.9392,0.9743,1,112.5,0
6935171e-0f6,33,39,6,19.6,0.8331,0.9019,1,113.8,0
3f714422-2e7,33,42,9,3.3,0.9399,0.868,1,150.5,0
f4498a5b-1bf,48,48,0,5.4,0.5349,0.4936,1,75.1,0
1254af60-444,64,76,12,9.5,0.9247,0.5946,1,94.5,0
e579f8d1-4b1,64,72,8,1.2,0.6498,0.868,0,126.7,0
287e6824-f51,47,54,7,5.4,0.944,0.6019,1,82.8,0
ecfce797-bb8,32,30,2,10.4,0.9979,0.9032,1,106.1,0
0c1c921e-abb,32,23,9,36.0,0.6851,0.6168,1,145.2,0
b3b97260-38a,37,39,2,16.0,0.7907,0.7114,0,146.5,0
10e43a88-bb5,29,41,12,10.1,0.7356,0.739,0,168.1,0
5362fca8-40d,48,49,1,4.1,0.9457,0.8327,1,78.2,0
1ccab31f-f0c,29,27,2,25.6,0.7509,0.7495,1,110.9,0
ce479c88-c2b,33,35,2,9.4,0.7023,0.496,1,191.7,0
44b92569-ca8,49,50,1,25.5,0.6574,0.7452,0,152.6,0
4b66fb1b-422,45,45,0,45.0,0.4463,0.6541,1,95.8,0
ad798707-9cf,32,39,7,32.4,0.3631,0.5679,0,122.5,0
bcc4c807-f74,47,46,1,5.6,0.9767,0.6968,1,142.8,0
c9ac02ca-715,54,43,11,13.6,0.9638,0.6369,1,114.9,0
838d52de-717,34,27,7,16.8,0.6456,0.5906,0,84.0,0
16a2c835-8b3,60,48,12,0.7,0.9276,0.7847,1,101.9,0
ef8f3367-f3f,51,40,11,3.1,0.7158,0.8705,1,174.5,0
88ebb920-969,21,33,12,1.2,0.9638,0.6239,1,129.1,0
9a621706-8f4,32,43,11,21.2,0.5936,0.9565,1,179.1,0
fde2414f-851,34,39,5,2.0,0.634,0.6538,1,124.9,0
1d1081cd-2cf,56,53,3,8.7,0.772,0.8,1,146.0,0
1bcaae75-77d,40,43,3,17.7,0.8663,0.9112,0,180.9,0
91ec1318-092,28,19,9,2.4,0.8564,0.7885,0,106.9,0
3de3c648-cb8,46,51,5,13.4,0.8851,0.8477,1,149.9,0
c616a80b-df0,22,18,4,23.4,0.9109,0.6694,0,98.8,0
49ed9a1b-c99,43,37,6,4.8,0.6501,0.9164,1,117.4,0
07209d04-e13,37,33,4,28.1,0.5,0.5961,1,119.1,0
d7284607-972,57,61,4,3.9,0.4414,0.7469,1,157.3,0
9fc9e415-b38,59,60,1,44.6,0.6768,0.3418,1,105.1,0
c1b29938-717,44,38,6,76.3,0.7401,0.8919,1,118.6,0
c67f14c8-c3e,36,43,7,20.2,0.807,0.8917,0,138.2,0
4870efdb-9e0,26,18,8,32.3,0.9033,0.8496,0,109.1,0
82d7d5f8-771,51,62,11,16.9,0.8553,0.4474,1,133.9,1
9098d0f9-ee6,63,63,0,8.3,0.8914,0.8023,1,174.2,0
be2d0c1f-b2e,50,54,4,10.5,0.9505,0.8553,1,104.4,0
c93f254c-b46,48,54,6,2.4,0.7958,0.7433,1,91.6,0
660b01fa-b01,27,21,6,18.2,0.5186,0.6363,0,77.4,0
3fc89a0d-da4,38,30,8,19.0,0.7248,0.8421,0,160.5,0
0013dd30-833,24,23,1,18.9,0.6676,0.6725,1,81.9,0
7f0dc7c1-f4d,28,18,10,4.4,0.8585,0.762,1,175.9,0
fd9bba4c-8df,44,35,9,7.2,0.8568,0.726,1,112.8,0
3d362176-086,32,23,9,1.2,0.8819,0.8565,0,188.8,0
121e5879-bbe,40,33,7,18.8,0.8963,0.7018,0,66.4,0
34ce9b50-b7c,61,54,7,20.2,0.7232,0.7736,1,85.6,0
5e7e23a8-aee,52,44,8,1.7,0.8089,0.5398,1,90.3,0
02c2568a-02e,53,65,12,9.5,0.8749,0.5382,1,125.9,0
3bb45c95-323,56,54,2,16.3,0.6017,0.5562,1,164.1,0
22a54ca5-b68,59,53,6,1.4,0.8848,0.8651,0,68.5,0
624dd614-3f4,30,36,6,14.1,0.9892,0.6182,1,175.2,0
7fe3ab41-1ea,34,34,0,3.9,0.8358,0.7611,0,140.8,0
9838df70-838,47,51,4,23.7,0.894,0.701,1,121.6,0
99b5bcc4-8d9,50,44,6,7.4,0.9256,0.5277,1,130.6,0
3133c97b-f20,23,20,3,3.4,0.593,0.9033,1,82.5,0
2977b31b-444,58,66,8,37.5,0.5572,0.8464,1,155.8,0
ad24095c-6f3,61,61,0,30.4,0.9799,0.8818,0,160.6,0
c20e4c55-d7a,53,45,8,18.8,0.6999,0.8844,1,70.6,0
e786936e-28f,64,53,11,24.7,0.8084,0.6814,1,69.3,0
f2271d0e-f3c,44,47,3,8.6,0.9371,0.7389,1,125.4,0
3d566674-ecb,41,29,12,4.1,0.9311,0.7621,1,112.2,0
645a9053-fa0,60,69,9,18.4,0.5695,0.6621,1,114.2,0
0d4eaf0d-0b8,35,28,7,36.7,0.9442,0.8977,0,128.9,0
e2a52e30-a5f,41,34,7,7.2,0.7831,0.778,1,150.1,0
222c162c-789,59,71,12,25.0,0.919,0.9141,1,148.4,0
0d9d7819-88c,48,51,3,15.3,0.8282,0.821,0,98.4,0
2fd57e8b-f8c,63,71,8,6.8,0.8991,0.7975,1,93.0,0
66508ad7-383,34,41,7,20.2,0.7349,0.7475,0,187.6,0
654be2e4-a06,54,60,6,36.2,0.817,0.5767,1,125.6,0
f3511208-219,23,33,10,2.0,0.7807,0.9392,1,108.4,0
801a6a5a-647,28,36,8,13.5,0.7412,0.7567,1,46.3,0
15cbb790-f4a,21,24,3,22.3,0.6658,0.9762,1,115.5,0
1efc62a3-ab4,37,36,1,1.3,0.8849,0.9336,1,102.8,0
99dab4cd-3d6,46,48,2,8.6,0.8965,0.8211,1,112.3,0
0c291867-05e,21,18,3,37.7,0.8642,0.7907,1,79.9,0
7faf5848-451,48,56,8,9.5,0.8145,0.6835,1,225.4,0
ffcbaf93-77a,47,38,9,5.4,0.685,0.989,1,54.2,0
a5925aea-540,63,60,3,12.8,0.7908,0.8581,1,113.2,0
6c63f248-9d1,26,18,8,7.9,0.5969,0.7682,1,84.7,0
8a42ffce-c39,29,27,2,0.7,0.6633,0.4582,1,90.3,0
2b084611-e39,62,61,1,21.2,0.9339,0.3717,1,149.1,0
dbb04cb8-fe0,33,41,8,31.7,0.8469,0.7171,1,122.3,0
52a7aeff-ab6,33,45,12,12.2,0.5111,0.6989,1,143.9,0
d74cf9eb-34c,41,35,6,0.0,0.9883,0.7319,1,144.0,0
835034df-4d8,31,23,8,0.8,0.704,0.9973,0,114.2,0
f3921ba8-774,24,34,10,9.0,0.4417,0.9421,0,142.1,1
720dada8-50e,39,38,1,2.7,0.6999,0.8829,1,116.7,0
4906148b-1ce,58,49,9,20.7,0.8456,0.9364,1,207.4,0
66eb0f57-89c,32,24,8,8.0,0.9534,0.7362,0,145.7,0
d4cc9fcc-4be,50,48,2,3.5,0.9077,0.9572,1,192.2,0
2f7f187b-f9a,39,39,0,0.5,0.581,0.5152,1,52.8,0
9a1dad5d-49b,32,38,6,2.0,0.7934,0.765,1,95.3,0
9220ef1e-db3,62,55,7,14.3,0.7333,0.9178,0,173.6,0
738ef567-de6,44,55,11,2.9,0.826,0.8031,1,66.3,0
3a6d76cc-caf,48,44,4,17.9,0.9338,0.8354,1,178.7,0
4a4bd5e4-f70,42,39,3,2.8,0.7807,0.8032,1,212.7,0
6a8f2b3f-878,39,38,1,13.9,0.4843,0.7049,0,142.0,0
15995223-09f,51,52,1,26.7,0.7957,0.9782,0,91.1,0
ac525e77-79c,36,40,4,1.8,0.9253,0.7966,0,85.9,0
27b7870d-335,53,64,11,11.6,0.7625,0.8436,0,135.4,0
